,ID,Game,ReleaseDate,Developer,Publisher
3835,435600,"My Tower, My Home",2016-03-15,Shoor Games,Shoor Games
3836,1203570,HexON,2020-02-07,Minimol Games,Minimol Games
3837,209390,Dungeonbowl - Knockout Edition,2012-07-02,Cyanide Studio,Bigben Interactive
3838,716230,Galactic Lords,2017-11-13,"TheDreik, Xeneder",Xitilon
3839,763610,Freakshow 2,2018-04-24,KevinTheWolfy,KevinTheWolfy
3840,374150,Concealed Intent,2016-08-02,Jarrah Technology,Jarrah Technology
3841,1192380,TOTALLY BASEBALL,2019-12-18,VIEWER READY,VIEWER READY
3842,383070,The Fleets of Sol,2016-04-01,"Bit Planet Games, LLC","Bit Planet Games, LLC"
3843,954000,Cosa Nostra,2018-11-13,Nicholas Rizzo,Nicholas Rizzo
3844,616750,1943 Deadly Desert,2018-05-15,HandyGames,HandyGames
3845,887730,Horde: Zombie Outbreak,2018-07-30,Madowl Games,Madowl Games
3846,689470,Chromasia - Rock Paper Tactics,2018-07-11,Nexus Games LLC,Nexus Games LLC
3847,856790,Export Simulator,2018-07-06,ZovGame,Errigar Games
3848,303910,Time of Fury,2014-07-18,Wastelands Interactive,Wastelands Interactive
3849,411530,Roads of Rome 3,2015-10-19,Whiterra,Qumaron
3850,925900,Monica e a Guarda dos Coelhos,2018-12-04,Mad Mimic,Mad Mimic
3851,936930,Oil Baron,2018-09-20,GiBar,RoBot
3852,978670,Christmas Clicker: Idle Gift Builder,2018-12-15,Autotelic Games LLC,Autotelic Games LLC
3853,504280,The Cold War Era,2016-09-09,Alina Digital,Alina Digital
3854,377940,Slam,2016-07-11,Aera Studios,Aera Studios
3855,302570,Dangerous,2014-12-16,Binary Helix,XP
3856,523750,The 4th Coming,1999-01-07,"D4O AG, Dialsoft, Nazagoth","Dialsoft, ASP"
3857,713010,WARIUM,2018-03-01,ELF,ELF
3858,908020,Tactic Code - 战术代码,2018-09-20,NaA Studios,NaA Studios
3859,681990,Battle Squares,2018-08-23,Caleb Chalmers,Atlas 
3860,708930,Dice 1000 online,2018-03-01,Alexander Shvab,Alexander Shvab
3861,809150,Tesseract VR,2018-04-13,Dreambox,Dreambox
3862,933830,Of Ships & Scoundrels,2019-11-14,Korion,Assemble Entertainment
3863,791160,Icky,2018-02-06,Steedie,Steedie
3864,756790,cityglitch,2018-02-23,mindfungus,mindfungus
3865,590870,Planetoid,2017-02-24,GameWriterStudio,GameWriterStudio
3866,1047670,Real Life Battle Royal: It's gonna be an... EPIC game,2019-03-26,Bmc Studio,Bmc Studio
3867,536960,No Way Out - A Dead Realm Tale,2018-10-26,Game Mechanic Studios,3BLACKDOT
3868,853220,Doors & Rooms,2019-01-31,"Gameday Inc., Iplay Inc.",Gameday Inc.
3869,885730,Aerial Guardian,2018-07-23,Maddnuss Games,Matthew Nuss
3870,699100,Megaton: Total Destruction,2017-10-13,TotalDistraction,TotalDistraction
3871,657110,2 Planets Fire and Ice,2017-08-07,familyplay,
3872,576670,Sky Is Arrows,2018-01-08,"2,000 Damage",Sometimes You
3873,754110,Escort Commander,2018-02-22,CKS Tactical,CKS Tactical
3874,662780,Crystal Reign,2017-11-07,Virtual World Arcade,Virtual World Arcade
3875,951190,Ancient lands: the Tsar awakening,2019-04-29,Anatoliy Sidorov,Anatoliy Sidorov
3876,955410,Armoured Alliance,2019-02-08,WobblyTrout,WobblyTrout
3877,509260,Northern Regime,2017-02-17,Axel Anderson,Axel Anderson
3878,1017480,WarGround,2019-02-02,GamersUnit,GamersUnit
3879,785930,Command: The Silent Service,2018-03-01,WarfareSims,Slitherine Ltd.
3880,989560,NeoGeometry,2019-02-04,BJGameInd,BJGameInd
3881,455230,Bazaar,2016-03-28,Temple Gates Games,Temple Gates Games
3882,1051500,Digital Diamond Baseball V8,2019-04-15,Curiosity Computing,Cass Consulting Inc
3883,1113240,Voxel M.R.T.,2019-07-19,GamingPugsStudios,GamingPugsStudios
3884,540180,Kommissar,2017-04-06,Beardserk,Beardserk
3885,542680,Super Puzzle Sisters,2016-10-17,Super Puzzle Studios,Super Puzzle Studios
3886,499330,Lord Mayor,2016-07-21,John McCann,"Bottlenose Bits, LLC"
3887,244850,Space Engineers,2019-02-28,Keen Software House,Keen Software House
3888,841320,Whitevale Defender,2018-05-23,Sugarsnapp Games,Sugarsnapp Games
3889,605200,Kursk - Battle at Prochorovka,2017-07-13,Yobowargames,Slitherine Ltd.
3890,890130,Pawn of the Dead,2018-08-27,Aslan Game Studio,Aslan Game Studio
3891,623860,Handball Manager - TEAM,2017-05-05,"UniqueGames, Greencode",UniqueGames
3892,922510,Jellyfish the Ghost,2018-09-05,Randell Lynch,meokigame
3893,299740,Miscreated,2018-12-18,Entrada Interactive LLC,Entrada Interactive LLC
3894,857330,Trainiac,2018-05-28,Max Grindebäck,Max Grindebäck
3895,781890,Darkness Restricted,2018-02-27,Remi George,Remi George
3896,569350,RoboCritters,2017-07-03,Curious Dimensions Ltd,Curious Dimensions Ltd
3897,569480,Kingdoms and Castles,2017-07-20,"Lion Shield, LLC","Lion Shield, LLC"
3898,818950,Space Slingshot VR,2018-04-03,Beta Studio,Beta Studio
3899,573710,Farm Mania 2,2018-01-15,Realore,Qumaron
3900,1020650,Commando Fodder: War Dogs,2019-03-01,DPAD-FTW,DPAD-FTW
3901,453480,Shadowverse CCG,2016-10-27,"Cygames, Inc.","Cygames, Inc., Cygames Korea Inc."
3902,1137210,Alien Monopoly,2019-09-11,zeroplaystone,zeroplaystone
3903,1109110,Ghost Land,2019-07-20,TentacleGame,TentacleGame
3904,791800,Mind Over Mushroom,2018-08-17,Binary Jellyfish,Binary Jellyfish
3905,357910,QuestEvent,2015-03-24,Fivang,Fivang
3906,531920,Carton,2016-10-02,Calepin Studio,Calepin Studio
3907,498550,Depths of Dread,2016-07-12,Mindmuscle Games,Mindmuscle Games
3908,669000,Six-ear Macaque,2017-10-14,FeatherFan,FeatherFan
3909,24780,SimCity 4 Deluxe Edition,2003-09-22,"EA - Maxis, Aspyr (Mac)","Electronic Arts, Aspyr (Mac)"
3910,707850,Jigsaw Puzzles,2017-09-17,Boogygames Studios,Boogygames Studios
3911,459220,Halo Wars: Definitive Edition,2017-04-20,"Ensemble Studios, Behaviour Interactive, 343 Industries",Xbox Game Studios
3912,604110,Heart. Papers. Border.,2017-08-20,Jovian Industries,"Jovian Industries, Valiant Game Studio AB"
3913,795220,Wildlife Tycoon: Venture Africa,2018-05-01,Pocketwatch Games,Pocketwatch Games
3914,1127030,Throw The Ball In the Hole,2019-09-20,LanziVision,LanziVision
3915,449770,Legend of Moros,2015-05-21,Cannibal Interactive,Cannibal Interactive
3916,351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation,2015-05-29,"Idea Factory, Compile Heart, Felistella","Idea Factory, Idea Factory International"
3917,663160,Pocket Universe : Create Your Community,2017-10-13,Core Steel Game Studio,Core Steel Game Studio
3918,1070330,Russian Life Simulator,2019-05-17,GosDev Production,Abama Entertainment
3919,934950,ARTé: Mecenas,2018-11-16,Triseum,Triseum
3920,777350,Maze Walker,2018-01-15,Daniel Rychlý,Fungamesvr
3921,461910,Forge of Gods (RPG),2016-05-06,Panoramik Inc,Panoramik Inc
3922,830750,Poker Simulator,2018-04-06,netmin games,netmin games
3923,863280,Astraeus,2018-05-01,E McNeill,E McNeill
3924,1041390,Legend of Cina,2019-03-29,Yunkai,Yunkai
3925,618990,Into Oblivion,2018-07-30,CoaguCo Industries,CoaguCo Industries
3926,1141290,Tactical Nexus,2019-11-11,Team-Tactical Nexus,Team-Tactical Nexus
3927,759920,Souland,2017-12-29,Ultraint,Ultraint
3928,1075950,Disintegration Technical Beta,0000-00-00,"V1 Interactive, Inc.",Private Division
3929,884390,Professor Watts Word Search: Pirates Life,2018-06-28,Ripknot Systems,Ripknot Systems
3930,1002490,Roulette Simulator 2,2018-12-31,JDRumble,JDRumble
3931,408410,X-Morph: Defense,2017-08-30,EXOR Studios,EXOR Studios
3932,4100,Poker Superstars II,2006-10-05,Funkitron,Funkitron
3933,758530,Sprout,2018-01-05,"Jeff Nusz, Mindful Mammoth",Mindful Mammoth
3934,1031660,Mango Cart,2019-03-25,AkriGames,AkriGames
3935,331670,The Jackbox Party Pack,2014-11-26,"Jackbox Games, Inc.","Jackbox Games, Inc."
3936,1216130,Goodbye 2019 (Interactive Movie),2020-01-17,Bmc Studio,Bmc Studio
3937,663390,Rento Fortune: Online Dice Board Game (大富翁),2017-07-14,LAN - GAMES LTD,LAN - GAMES LTD
3938,785940,Strategic Command Classic: Global Conflict,2018-02-08,Fury Software,Slitherine Ltd
3939,720250,Welcome to the Game II,2018-04-03,Reflect Studios,Reflect Studios
3940,807990,DangerSpace,2019-09-05,VirtualBG,VirtualBG
3941,831980,Out of the Park Baseball 20,2019-03-22,Out of the Park Developments,Out of the Park Developments
3942,879600,Ones and Zeroes,2018-07-11,Brian Guidarini,Brian Guidarini
3943,810670,NALOGI,2018-03-17,CUTE ANIME GIRLS,Tranquility games
